attack_id,run_id,attack_class,mutation_chain,actual_decision,attack_success,reasons,status
U201,U201-0095,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0096,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0097,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0098,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0099,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0100,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0101,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0102,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0103,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0104,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0105,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0106,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0107,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0108,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0109,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0110,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0111,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0112,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0113,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0114,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
